,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,ln_total_spent
equipmon,0.0274435,0.000903113,0.003850627,-0.101776605,-0.093923663,0.449278837,0.44360721,-0.034883352,0.015507178,-0.131825588,-0.119793903,-0.089368773,0.104135743,0.124253328,-0.001504216,0.041659085,0.069106632,0.071092388,-0.056877308,0.005562937,0.06797117,0.093154303,0.022365525,0.028102793,0.00749558,0.009483357,-0.017889894,0.011339846,0.034490416,-0.003661501,0.022506774,0.044801223,0.01048875,-0.069142778,-0.058210312,-0.003393741,0.016667221,-0.001067689,0.09107455,0.05746327,-0.001880181,0.014623276,0.006689821,0.004698983,-0.004980694,0.006934039,0.012267591,-0.012523846,-0.01372468,-0.017236025,0.03535696,0.014974042,0.003884952,0.009409091,-0.009126894,0.015370698,-0.043124258,-0.001800981,0.00781974,0.043410676,-0.006408941,0.005580902,-0.015834914,-0.008534008,-0.053504074,-0.028851904,-0.054404289,0.00355783,0.002348384,0.010262882,-0.045765336,-0.028910893,0.019687372,0.025435591,-0.032333224,0.287222365,-0.035677248,-0.040753038,0.118294259,0.120094155,0.078270655,0.940505416,1,0.828972078,0.052701503,0.0455059,-0.011486265,0.520728112,0.591382842,0.474951035,0.325760549,0.485662445,0.503080438,0.609694522,0.126315293,0.1083952,0.112230179,0.110820214,0.55889665,0.030716515,0.013860334,0.035556554,0.035533562,0.041801104,0.450867151,0.452182212,0.4418962,0.43432757,0.434899147,-0.027568657,-0.087628719,0.043986346,0.119328286,0.07114831
equipten,0.015504888,-0.007700884,-0.004435089,0.093005444,0.096035151,0.341990604,0.338230626,0.017757573,0.009177059,0.04821484,0.08119673,0.017233568,0.15421128,0.167802097,0.011957914,0.078005782,0.109600801,-0.033084357,0.058645961,0.058781684,0.110431422,0.129138945,-0.009364791,0.026217767,0.009286515,0.019729098,-0.028136585,0.008497955,0.039741989,-0.008540035,0.018981061,0.050643538,0.010500663,0.125751535,0.133356156,-0.011095516,0.005891248,-0.007442967,0.130490323,0.08381237,-0.00324653,0.00888136,0.010809198,0.00989139,-0.010939355,0.000350355,0.005309742,-0.004717619,-0.010378365,-0.014992307,0.025495466,-0.004069987,-0.000914366,0.003185279,-0.012177346,0.018155464,-0.024539072,-0.002357051,0.01734335,0.035712987,-0.008467186,0.004178221,-0.018842604,0.000324194,0.224195178,0.235294264,-0.049700287,0.008178142,-0.002220552,0.021942672,0.239506125,0.247275293,-0.034934365,0.041032169,0.282791827,0.057339659,0.16926986,0.177450275,0.093459343,0.16796849,0.229707973,0.716907592,0.828972078,1,0.16158528,0.141960876,0.191014748,0.39654544,0.5330448,0.612475601,0.373395205,0.367059109,0.375059495,0.444294541,0.096916201,0.090204208,0.082658225,0.078441123,0.412735776,0.031155961,0.021643998,0.100012259,0.093196367,0.084995092,0.343194797,0.336957862,0.318738099,0.313193885,0.325595147,0.155797022,-0.065237363,0.044815493,0.093464335,0.083276501
callcard,0.024335691,-0.02473029,-0.012769003,0.286721277,0.276903241,-0.048743609,-0.04629118,0.094001861,0.019259129,0.290683203,0.30538731,0.160641192,0.140625746,0.157130239,0.013175273,0.091238815,0.105527512,-0.12744997,0.171165771,0.093590915,0.082564775,0.076220457,-0.028810986,0.01580527,-0.015942992,0.010485992,-0.008386519,-0.016483363,0.011401497,-0.004605871,0.020988353,0.069266615,-0.003557391,0.305650788,0.292068255,0.006895583,-0.004642825,0.011475583,0.138924626,0.099112379,0.001164641,0.000239223,-0.006855328,-0.006605852,-0.029598189,0.004276892,0.008171563,0.008659372,0.002812995,0.005623212,-0.023598853,-0.013346939,-0.005826995,-0.013489035,0.01109515,0.002898451,-0.012882724,0.004755165,-0.001780688,-0.012392001,0.032369102,-0.012124785,0.005055224,-0.003024763,0.438552667,0.401436004,-0.036343683,0.012674639,0.011414821,-0.007236648,0.449612656,0.433891434,-0.084256602,0.056240149,0.470122959,-0.171091929,0.321498311,0.335541627,0.321450894,0.353710298,0.311529373,-0.035008668,0.052701503,0.16158528,1,0.64785482,0.491968867,0.18554419,0.212520144,0.204976917,0.221902575,0.188194866,0.176378383,-0.053804585,0.316517744,0.340732025,0.326721603,0.332396455,-0.054307547,0.023599589,0.017542896,0.128042446,0.106419524,0.089732316,0.139720444,-0.048827346,-0.063061466,-0.070410337,0.167540021,0.307105668,0.045883659,0.017405216,0.019867362,0.019858796
cardmon,0.018543125,-0.014203666,-0.021601536,0.287551833,0.274835937,-0.039545236,-0.035875109,0.106330466,0.014526108,0.314044282,0.309305914,0.173246305,0.143800105,0.151342408,0.010196575,0.084960266,0.101263263,-0.122501213,0.171543898,0.092010075,0.079605233,0.074577783,-0.033172907,0.013003023,-0.010979098,0.005800243,-0.017159754,-0.008863943,0.003155962,0.013557452,0.017054586,0.042337331,-0.03034053,0.319553541,0.288312764,0.009599987,-0.002044009,0.013446821,0.13431379,0.100470071,-0.005540783,0.010291015,0.008704822,0.008176483,-0.02487157,0.007875801,0.00454849,-0.002102817,0.010292353,9.24E-05,-0.010467408,-0.009233454,-0.011894265,-0.008673411,0.013671409,0.005023176,0.007424715,0.003733841,0.009428316,-0.000415341,0.018758235,-0.0171926,-0.006886889,0.005787602,0.436697013,0.332050504,-0.011317462,0.003099852,0.005197641,-0.004123847,0.445093098,0.371135545,-0.059825544,0.036370633,0.433142978,-0.156472773,0.405452652,0.42498919,0.24020979,0.323294973,0.321825251,-0.036289951,0.0455059,0.141960876,0.64785482,1,0.858590813,0.15086945,0.203495622,0.212182329,0.221086578,0.143604502,0.149994691,-0.045312304,0.253100257,0.25439443,0.261462612,0.254922482,-0.050816165,0.024535635,0.015013559,0.11085035,0.089812041,0.079165172,0.115376826,-0.039595811,-0.060793776,-0.06465471,0.143613172,0.291084682,0.051954964,0.018467766,0.013530834,0.012967538
cardten,0.019497934,-0.012821314,-0.016510444,0.442786069,0.424500987,-0.077879563,-0.07162126,0.146339376,0.012409951,0.469507639,0.453583268,0.279897588,0.170628181,0.165161671,0.011735334,0.09843703,0.120816229,-0.203247281,0.244336948,0.121431475,0.102039671,0.092960746,-0.07619419,0.021404823,-0.001490884,0.01600961,-0.007498898,-0.002899433,0.003743188,0.002858266,0.020423965,0.05205259,-0.031092201,0.490622278,0.447767107,0.010971667,-0.022203672,0.007337152,0.152083326,0.108741895,-0.003017454,0.004588675,0.00902271,0.008696378,-0.020673884,0.007310579,-0.004916188,0.001733398,0.01095236,0.009550057,-0.003376265,-0.012785198,-0.01343027,-0.013639396,0.014634129,0.002275542,0.022194434,-0.005891679,0.012075437,0.003165692,0.020532786,-0.013536129,-0.012913902,-0.002875229,0.67925505,0.526745115,-0.007769803,0.00096816,-0.008420949,-0.008017008,0.690261564,0.581944239,-0.093663705,0.053042482,0.686745766,-0.257034023,0.609195709,0.646344522,0.084516964,0.24171041,0.400595863,-0.080740742,-0.011486265,0.191014748,0.491968867,0.858590813,1,0.022581712,0.107684687,0.24045141,0.32967953,0.023606534,0.015831114,-0.079875285,0.095642648,0.09897479,0.102708514,0.094291527,-0.077813604,0.02524342,0.013041938,0.13704547,0.133313706,0.104541692,0.007379318,-0.072435671,-0.109985196,-0.107504394,0.034931259,0.435386356,0.031167781,0.020081359,-0.005461948,0.022108861
wireless,0.031453473,0.007910934,-0.006170112,-0.080747232,-0.06685841,0.33018193,0.322005751,-0.015514929,0.031213765,-0.080944878,-0.067184906,-0.130203825,0.158732289,0.163983846,-0.003355063,0.093046166,0.118244715,0.052447145,-0.034958178,0.004163725,0.050363459,0.069096497,0.021951713,0.003754503,0.001290641,0.009416006,0.000568177,0.003148734,0.007121027,0.004198606,-0.00101327,0.064287857,-0.004653004,-0.048395149,-0.03676667,-0.008808411,0.035795019,0.002723395,0.129265633,0.083719649,-0.010387385,0.021430522,0.024685073,0.022487505,0.001761497,-0.006354358,0.010564071,-0.00334546,-0.005203125,-0.017246396,0.01655809,0.008436112,0.002015597,0.002905692,0.023471183,0.002238564,-0.038732767,0.005942557,0.004859943,0.03503726,0.021747482,-0.000164578,-0.032223492,-0.01390985,-0.055712311,-0.030086222,-0.037599954,-0.000956847,0.019909689,-0.00069021,-0.051127773,-0.035052911,0.000629423,0.024606607,-0.050214941,0.197839105,-0.045182066,-0.051876674,0.387340851,0.398309798,0.275253103,0.410185854,0.520728112,0.39654544,0.18554419,0.15086945,0.022581712,1,0.891491821,0.695357274,0.216228825,0.639812326,0.652222476,0.412383196,0.398682134,0.383997522,0.384714931,0.370794402,0.379133597,0.027387668,0.001757305,0.031537438,0.029097716,0.040211501,0.552560655,0.343009846,0.300669366,0.309747297,0.543553312,-0.028169456,-0.029921711,0.051744149,0.080440132,0.075297522
wiremon,0.028089841,0.004476039,-0.01931161,-0.021753378,-0.009428327,0.345549562,0.339462511,-0.000359438,0.02792827,-0.024316924,-0.008934852,-0.098484794,0.21209543,0.20988415,-0.001966768,0.115574637,0.16459376,0.018616987,-8.96E-05,0.027121032,0.076121187,0.09677918,0.016688792,0.020204616,-0.000301378,0.018642036,2.23E-05,0.001993146,0.03157531,0.007600229,0.010478207,0.07459776,-0.007481633,0.020029663,0.027413638,-0.019574383,0.028445587,-0.00469928,0.161295953,0.100359071,-0.012620745,0.014833791,0.026666274,0.024566275,-0.001050859,-0.00878496,0.00096846,-0.000602129,-0.014036951,-0.017336605,0.006486726,0.00809855,0.009374141,0.007222412,0.016195477,-0.002747474,-0.027750151,0.000781594,0.005359945,0.042883304,0.013359783,-0.004784417,-0.036086451,-0.003062484,0.037266047,0.058243588,-0.036550683,0.007175192,0.012951575,0.010849629,0.044627555,0.05780022,-0.017326273,0.035264448,0.052797985,0.163087514,0.027432146,0.024155254,0.38573705,0.462100898,0.383489032,0.410001679,0.591382842,0.5330448,0.212520144,0.203495622,0.107684687,0.891491821,1,0.878590406,0.271582169,0.634051151,0.668519984,0.422029202,0.396645692,0.386984338,0.382467565,0.372962265,0.377755373,0.029863849,0.005570458,0.061187947,0.062059556,0.063271281,0.592453872,0.318737521,0.291084449,0.297858729,0.594593513,0.029683935,-0.022466099,0.053434034,0.107865365,0.088831516
wireten,0.018853603,-0.006593293,-0.015518446,0.109004048,0.116395299,0.261909007,0.258192691,0.033278181,0.017652913,0.103002893,0.125535925,-0.030774362,0.248351346,0.231239836,0.008023222,0.148448864,0.196582866,-0.043517515,0.069993155,0.060766465,0.100078921,0.114302607,-0.010673583,0.022827188,-0.001334014,0.025160894,-0.012658903,0.004789069,0.038197906,-0.003451621,0.014196522,0.074746539,-0.007875282,0.157010408,0.157516809,-0.016628994,0.020904492,-0.011896994,0.181552331,0.111843055,-0.008642793,0.008977964,0.020060675,0.019419363,-0.010499555,-0.000783723,-0.005849798,0.007329356,-0.015434382,-0.017219914,0.003726834,-0.011018924,-0.002660719,0.003124573,0.01409687,-0.011540086,-0.011684335,0.001565936,0.002985602,0.038417971,0.010768085,-0.008826108,-0.037392431,-0.005281669,0.231039638,0.228107658,-0.032618127,0.006091463,0.006294125,0.016609855,0.242096195,0.239558485,-0.053018543,0.050123088,0.267909608,0.013147672,0.175128919,0.184336365,0.305765624,0.459617166,0.517568364,0.298669959,0.474951035,0.612475601,0.204976917,0.212182329,0.24045141,0.695357274,0.878590406,1,0.29766182,0.492755907,0.509601806,0.306594966,0.311726372,0.31073893,0.300822481,0.291982271,0.271354278,0.025540419,0.008432854,0.093613908,0.092961017,0.080269287,0.456323113,0.233554826,0.197443795,0.203034945,0.456985857,0.157088569,-0.013964971,0.054609715,0.090436563,0.097400074
multline,0.021834862,0.004593381,-0.019838814,0.238135936,0.232316605,0.260985094,0.252615105,0.080278764,0.03659902,0.221623557,0.232547424,0.142761536,0.151265643,0.157353784,0.037336376,0.108997424,0.134688231,-0.088729332,0.127176361,0.075560871,0.106220531,0.120822403,-0.044541702,0.05196349,0.006983754,0.014958324,0.009232521,0.002732703,0.014876702,0.005286045,0.046543658,0.063396583,-0.026027834,0.281236311,0.271247133,0.000328939,0.00470549,0.003955499,0.13455347,0.095507781,0.001522746,0.018692053,0.003687081,0.00380044,-9.93E-05,-0.002672179,0.008505968,-0.01415175,0.005334937,0.00127909,0.017751109,0.014181195,-0.012538256,-0.006164263,-0.005218544,0.000131192,-0.02347159,-0.001959474,0.012044594,0.042474157,0.000649608,-0.008262104,-0.015459417,-0.009684386,0.425066022,0.376230809,-0.020148016,0.014803086,-0.001800766,0.01216267,0.433912044,0.405368961,-0.060935008,0.037094794,0.447098293,-0.014091035,0.360907523,0.368164904,0.007679053,0.091369326,0.201764247,0.283436478,0.325760549,0.373395205,0.221902575,0.221086578,0.32967953,0.216228825,0.271582169,0.29766182,1,0.222948565,0.20424995,0.301097382,0.016473985,0.008235081,0.004304239,0.0021819,0.276003046,0.03873217,0.013626658,0.131127579,0.142394541,0.115225265,0.18286533,0.261211554,0.19765914,0.2031435,0.187292096,0.287638162,-0.071050207,0.027415349,0.061249618,0.044173996
voice,0.022922891,-0.006881564,-0.006052966,-0.077833116,-0.066106567,0.334201126,0.327554552,-0.029174744,0.033932491,-0.080643484,-0.076036911,-0.103817274,0.126565297,0.131086865,-0.000996504,0.068312944,0.086013679,0.058767671,-0.025482399,0.026565635,0.071727361,0.091184174,0.034639227,0.011458178,-0.017245375,0.010668992,0.008581164,-0.012336921,0.018656446,0.001298663,0.011067876,0.056916615,-0.022095889,-0.052016806,-0.047508347,0.001045613,0.025440312,-0.007920975,0.095899491,0.056377014,-0.014158701,0.029073031,0.01312903,0.009783424,-0.018823844,-0.009028269,-0.003498142,0.016848104,-0.014259099,-0.021470929,0.019953779,0.039761614,-0.022781703,0.002828379,0.011339219,0.009964552,-0.031450963,0.003744289,-0.017542752,0.025458494,0.003301164,-0.007434537,-0.022707146,-0.011705151,-0.051216626,-0.023480409,-0.028269495,0.007034332,0.025317679,-0.007372547,-0.043807514,-0.030212563,0.002626003,0.030548399,-0.041375206,0.17854924,-0.044252479,-0.047565922,0.372513147,0.378895476,0.268982639,0.387190901,0.485662445,0.367059109,0.188194866,0.143604502,0.023606534,0.639812326,0.634051151,0.492755907,0.222948565,1,0.598122515,0.373764464,0.39222851,0.367039323,0.382301597,0.377103399,0.352408897,0.016008167,-0.007429502,0.040494631,0.035466391,0.048337384,0.504420313,0.327103842,0.297947499,0.313464564,0.489643756,-0.028757063,-0.034047462,0.050959276,0.098333777,0.045324479
pager,0.018777936,-0.004058772,-0.011541064,-0.07450102,-0.059051145,0.315509755,0.311292888,-0.025179549,0.034905482,-0.08701272,-0.070188043,-0.119240987,0.14869849,0.150826598,-0.006856334,0.086077606,0.108755749,0.053627703,-0.033575178,-0.000824028,0.045469292,0.064896719,0.032935405,0.020457551,-0.001346405,0.023446425,0.005216476,0.000399352,0.027376049,-0.005714968,0.011951878,0.048383183,-0.021494263,-0.051835648,-0.038935816,-2.52E-05,0.043953807,0.008047137,0.119585306,0.079167884,0.002923771,0.014844301,0.010127549,0.00495917,-0.010112504,-0.00101995,-0.001484518,-0.006338597,-0.018508537,-0.015098331,-0.001898803,0.016572903,0.002425478,-0.000260681,-0.010713427,-0.003208234,-0.031885834,-0.000522969,-0.004779689,0.042031275,0.005546643,-0.017300166,-0.020880609,0.002166711,-0.067128781,-0.036044399,-0.028677935,0.019499177,0.016510651,0.015516485,-0.062685358,-0.045087207,0.002252835,0.008777234,-0.061057417,0.198868124,-0.065927354,-0.069847602,0.36265972,0.376723402,0.255815353,0.394093547,0.503080438,0.375059495,0.176378383,0.149994691,0.015831114,0.652222476,0.668519984,0.509601806,0.20424995,0.598122515,1,0.389307802,0.37992254,0.364281195,0.35495626,0.358919408,0.33772009,0.020565825,0.001929516,0.031508726,0.028582289,0.031356406,0.502470825,0.318241108,0.279176161,0.29641921,0.534061235,-0.03791502,-0.021588403,0.05670616,0.095251772,0.058785446
internet,0.019668277,0.003048485,-0.012860679,-0.126458285,-0.118885041,0.463443514,0.45132626,-0.039653286,0.004662263,-0.154770824,-0.148034977,-0.081436314,0.074342435,0.070135801,-0.003861539,0.035870533,0.054508691,0.079601267,-0.058959651,-0.021059847,0.04442538,0.071387951,0.027367944,0.020402519,-0.000224354,0.016884173,0.011679192,-0.007833163,0.015925242,0.023072892,0.010831239,0.022765223,0.003024002,-0.104145064,-0.091644809,0.003025582,0.012620468,-0.002142247,0.055665216,0.030427776,0.002139463,-0.008412812,0.002303737,0.00323923,-0.006463843,-0.010536066,0.005733065,-0.007214334,-0.030403716,-0.016404263,0.0304379,0.018818152,0.004531376,0.002187426,0.004018245,-0.000994065,-0.045815127,0.012320429,-0.006452772,0.048620219,-0.027463464,-0.012955369,-0.020481253,-0.003315347,-0.114777206,-0.08957913,-0.023977103,-0.005689245,0.000131935,-0.002061103,-0.109444287,-0.093433978,0.021283706,0.011400396,-0.102925315,0.291762922,-0.06809255,-0.076594705,0.011150851,-0.011205647,-0.033920742,0.599482902,0.609694522,0.444294541,-0.053804585,-0.045312304,-0.079875285,0.412383196,0.422029202,0.306594966,0.301097382,0.373764464,0.389307802,1,0.001589157,0.01435389,0.01032005,-0.002222423,0.57288029,0.008504385,0.013394139,0.005575783,0.010427054,0.007202019,0.347957819,0.630562854,0.428957056,0.453283144,0.328666833,-0.073435248,-0.102430178,0.033039602,0.101244727,0.073928684
callid,0.023290498,-0.00410014,-0.039692763,-0.018343152,-0.009300016,0.04380385,0.049359496,0.002845653,0.035493073,0.012422756,0.021536241,-0.086598774,0.134502034,0.148612539,-0.004974548,0.062922812,0.103830316,0.009022534,0.008147615,0.032100499,0.029896353,0.029726964,0.02939282,-0.004591547,-0.011609725,0.001337117,-0.020512119,-0.00504773,0.030075553,-0.015116943,-0.00161818,0.046500827,-0.024038017,-0.00914636,-0.00493753,-0.003463372,0.025095973,0.009302073,0.113998598,0.07104109,-0.007296227,0.011894116,0.022195062,0.024561149,-0.017877954,-0.007981365,-0.003666046,-0.005218349,0.026377422,-0.017452856,-0.010457079,-0.009983105,-0.002395496,-0.006418865,0.015695308,-0.003237541,-0.003324714,-0.003468248,-0.002291834,0.024231112,0.022668543,0.009442492,0.004022123,0.012291474,0.00042713,0.013459588,-0.031393623,3.90E-05,0.018719038,0.0012452,0.008365433,0.01654988,-0.005793324,0.002784301,0.010646913,0.016943501,0.000355424,-0.000168349,0.611860713,0.595885298,0.447787739,0.02134303,0.126315293,0.096916201,0.316517744,0.253100257,0.095642648,0.398682134,0.396645692,0.311726372,0.016473985,0.39222851,0.37992254,0.001589157,1,0.605195057,0.608482088,0.628799774,-0.013677003,0.007410625,-0.002521549,0.029583719,0.031768731,0.033059601,0.321219387,0.013681385,0.030801182,0.013533997,0.315820057,0.01612597,0.067089193,0.037650356,0.043848946,0.054237216
callwait,0.019332232,-0.010576047,-0.024920235,0.001570179,0.008282683,0.045580352,0.047105939,0.030651895,0.014389502,0.036758781,0.058523892,-0.087476498,0.163459766,0.167755881,-0.011931699,0.089869232,0.117993145,-0.00369537,0.024596456,0.013559391,0.019537142,0.023522894,0.015056642,-0.013769344,-0.018819035,0.022231568,-0.001140677,-0.000199105,0.003190907,0.001187847,-0.016345305,0.058951382,-0.028401366,0.001558363,0.014426439,-0.013102855,0.021304842,-0.00270462,0.13793874,0.087161482,-0.004795189,0.010340371,0.016068312,0.015808419,-0.023224498,-0.013038943,-0.002278605,0.009933975,-0.00030164,-0.002392365,-0.010198038,0.006642614,-0.006751447,0.005347188,0.026375153,-0.012663098,0.009757687,0.007044688,-0.013123843,0.01553577,0.024495566,-0.014772017,-0.005874182,0.010647357,0.016232923,0.032720086,-0.043227336,0.004947936,0.036936922,0.003752363,0.023439558,0.032439353,0.007166898,0.005624677,0.025239002,0.002380882,-0.005158683,-0.008520406,0.621238082,0.604888859,0.454634964,0.004885548,0.1083952,0.090204208,0.340732025,0.25439443,0.09897479,0.383997522,0.386984338,0.31073893,0.008235081,0.367039323,0.364281195,0.01435389,0.605195057,1,0.604959344,0.611683617,-0.004114205,0.039378441,0.026603834,0.043404393,0.028396981,0.044684103,0.297311825,0.016148955,0.024295251,0.015917457,0.294398821,0.0185426,0.076339731,0.04065557,0.012234801,0.055119307
forward,0.026084532,0.002855248,-0.017734453,-0.002782665,0.005250139,0.038577619,0.036072874,0.019355159,0.017505631,0.029283217,0.044340371,-0.080897891,0.132424285,0.149331692,0.006646739,0.066841765,0.102935513,-0.000739734,0.018291617,0.027305483,0.029362697,0.030706232,0.020329866,-0.008554641,-0.017422817,-0.00751175,-0.009146267,-0.000745688,-0.001677807,0.004280301,-0.001471555,0.06057111,-0.013873193,0.003230275,0.013158024,0.002501061,0.035281855,0.014654181,0.127946854,0.085996818,-0.00792829,0.027934973,0.009795993,0.010150205,-0.026975312,0.000311248,0.007192704,0.016074237,0.016614134,-0.001671658,-0.016687298,-0.001862417,-0.005162241,-0.003986315,0.003315421,-0.001858482,-0.004302201,-0.006184381,-0.023368839,0.000998198,0.01749393,0.001316835,0.015609877,0.011137598,0.010494392,0.017262208,-0.026571161,0.001608927,0.029668257,0.015555921,0.014846389,0.019645316,0.014606382,0.011189115,0.006516324,0.004198132,-0.006775932,-0.008700166,0.611695412,0.585692703,0.434716738,0.011872439,0.112230179,0.082658225,0.326721603,0.261462612,0.102708514,0.384714931,0.382467565,0.300822481,0.004304239,0.382301597,0.35495626,0.01032005,0.608482088,0.604959344,1,0.614149594,-0.019897001,0.024311452,0.011552734,0.031411047,0.013705383,0.039142452,0.306654861,0.016095045,0.012405993,0.0048543,0.302268432,0.001877994,0.075362599,0.051324272,0.033577299,0.051737611
confer,0.028630064,0.00359249,-0.018901995,0.002204136,0.012626107,0.044207042,0.046568048,0.004103124,0.01747096,0.028524917,0.041628744,-0.088908577,0.15661029,0.16382298,-0.006228265,0.085419564,0.113495177,-0.002588589,0.014967392,0.039526855,0.044027462,0.045428414,0.038905901,-0.00305918,-0.005096621,0.005112464,-0.008795636,0.007517491,0.016266371,-0.007994143,-0.004465026,0.060737393,-0.022632371,0.008923084,0.020300683,0.019865918,0.034273382,0.013102035,0.140005661,0.095666772,-0.005383959,0.012679612,-0.016626804,-0.016674585,-0.031762367,0.017315288,0.014232281,0.02285758,0.015213747,-0.009234766,-0.019089407,0.007394303,-0.002702129,-0.000983476,0.018117827,0.00717229,0.008731664,0.011090137,-0.004487749,0.003189154,0.018607704,-0.014223744,-0.003534633,-0.000635078,0.010747332,0.032105012,-0.032013807,0.007348457,0.026069887,-0.004524573,0.01709324,0.030932152,-0.006212382,0.0231446,0.016671817,0.004467531,0.000291056,-0.004937755,0.629611972,0.605673145,0.451619712,0.012238575,0.110820214,0.078441123,0.332396455,0.254922482,0.094291527,0.370794402,0.372962265,0.291982271,0.0021819,0.377103399,0.358919408,-0.002222423,0.628799774,0.611683617,0.614149594,1,-0.028696888,0.011243103,0.002282906,0.048561571,0.027783784,0.036154639,0.302337942,0.002996834,0.008585339,0.003389987,0.302672587,0.023647201,0.087076858,0.031901569,0.055137222,0.055306571
ebill,0.009907837,-0.008314495,0.020335322,-0.120077967,-0.114888801,0.42786474,0.41626945,-0.042539797,0.004051717,-0.15181661,-0.151782412,-0.066577847,0.049692691,0.055471341,-0.008250956,0.020771995,0.038148505,0.090966992,-0.056779431,-0.026872523,0.033141,0.057627842,0.011270075,-0.004115487,-0.00253432,0.007406357,0.01237662,0.002691827,0.014207181,-0.005563707,-0.009831302,0.016171697,0.010232626,-0.099418002,-0.088114344,-0.00052515,0.007716694,0.003708685,0.036691039,0.020292795,0.010885643,-0.014176518,-0.002199552,0.000454695,0.002933683,-0.006739731,-0.014982226,-0.021459724,0.001146935,-0.009994171,0.038171624,0.002442197,0.007798914,0.018271638,-0.002883155,0.007372432,-0.023128816,-0.010178875,-0.01135796,0.043783294,-0.01022015,-0.004766449,-0.009245747,-0.003019694,-0.106780685,-0.089411557,-0.033545059,-0.00649477,0.002343543,0.000764365,-0.100621621,-0.090160133,0.024199028,-0.003612809,-0.09509174,0.274760175,-0.071399836,-0.077839735,-0.002496684,-0.024582131,-0.051119895,0.55873192,0.55889665,0.412735776,-0.054307547,-0.050816165,-0.077813604,0.379133597,0.377755373,0.271354278,0.276003046,0.352408897,0.33772009,0.57288029,-0.013677003,-0.004114205,-0.019897001,-0.028696888,1,0.005295356,-0.015864341,-0.004364519,0.003876844,-0.009840818,0.318019907,0.4701922,0.416500102,0.439083888,0.29392626,-0.067877202,-0.076900908,0.029669921,0.08737239,0.031575766
owntv,0.032778296,0.026502116,-0.000600305,-0.07582404,-0.059941709,0.027896292,0.030799289,0.003550607,-0.004957835,0.016139469,0.017323327,-0.198260403,0.099345345,0.1423268,-0.002852045,0.05557293,0.070403259,0.025232896,0.012290117,0.039690443,0.040680481,0.038969022,0.041446783,-0.001029112,0.004554964,0.000688045,-0.005059257,-0.00605094,0.010176574,0.003166783,-0.003507924,0.05932095,-0.020893754,-0.013828107,-0.002203741,0.015504006,0.062654962,-0.006595021,0.110449699,0.068827751,-0.00054614,-0.020342208,0.00320172,0.00090824,0.017997679,-0.014200126,0.003676185,-0.006596993,-0.00469417,0.004648561,0.005840605,0.011708341,-0.004380759,-0.000237515,0.011800166,0.022328763,0.04075103,-0.005035764,0.008220318,0.021766856,0.013981591,-0.004018736,-0.002779551,-0.007365952,0.022492251,0.032558899,-0.050338331,0.004151677,0.010234303,-0.000349033,0.026498088,0.032411724,0.014297698,0.013021557,0.036897581,-0.008816497,0.025677184,0.022267745,0.013711593,0.028173605,0.030771212,0.026008764,0.030716515,0.031155961,0.023599589,0.024535635,0.02524342,0.027387668,0.029863849,0.025540419,0.03873217,0.016008167,0.020565825,0.008504385,0.007410625,0.039378441,0.024311452,0.011243103,0.005295356,1,0.500174649,0.344092978,0.37256339,0.391085075,0.031213134,0.005738676,0.020848701,0.028993063,0.020987312,0.009826709,0.000592501,0.004755347,0.018972376,0.085460852
